hero	book
ENCHANTRESS/AMORA/HE	JIM 510
VOLSTAGG	JIM 510
FRIGGA	JIM 510
HOGUN [ASGARDIAN]	JIM 510
THOR II/ROGER RED NO	JIM 510
SETH II	JIM 510
SIF	JIM 510
GUDRUN [ASGARDIAN]	JIM 510
HOGUN [ASGARDIAN]	JIM 511
ODIN [ASGARDIAN]	JIM 511
ENCHANTRESS/AMORA/HE	JIM 511
THOR II/ROGER RED NO	JIM 511
LOKI [ASGARDIAN]	JIM 511
ULIK	JIM 511
SIF	JIM 511
MROTH	JIM 511
PYLLAR	JIM 511
HEIMDALL [ASGARDIAN]	JIM 511
FANDRAL [ASGARDIAN]	JIM 511
LORELEI II/MELODI [A	JIM 511
FRIGGA	JIM 511
BALDER [ASGARDIAN]	JIM 511
HERMOD [ASGARDIAN]	JIM 511
SETH II	JIM 511
VIZIER	JIM 511
HEIMDALL [ASGARDIAN]	JIM 512
HILDY [ASGARDIAN]	JIM 512
GUDRUN [ASGARDIAN]	JIM 512
GEIRRODUR	JIM 512
FRIGGA	JIM 512
ODIN [ASGARDIAN]	JIM 512
PYLLAR	JIM 512
ENCHANTRESS/AMORA/HE	JIM 512
BALDER [ASGARDIAN]	JIM 512
SETH II	JIM 512
HERMOD [ASGARDIAN]	JIM 512
SIF	JIM 512
HOGUN [ASGARDIAN]	JIM 512
VIZIER	JIM 512
VOLSTAGG	JIM 512
THOR II/ROGER RED NO	JIM 512
LOKI [ASGARDIAN]	JIM 512
ULIK	JIM 512
MROTH	JIM 512
FANDRAL [ASGARDIAN]	JIM 512
SETH II	JIM 513
MARVEL GIRL/JEAN GRE	JIM 513
THOR II/ROGER RED NO	JIM 513
BALDER [ASGARDIAN]	JIM 513
SILVER SURFER/NORRIN	JIM 513
HERMOD [ASGARDIAN]	JIM 513
HOGUN [ASGARDIAN]	JIM 513
ODIN [ASGARDIAN]	JIM 513
SPIDER-MAN/PETER PAR	JIM 513
LOKI [ASGARDIAN]	JIM 513
WATSON-PARKER, MARY 	JIM 513
FRIGGA	JIM 513
SIF	JIM 513
VIZIER	JIM 513
HEIMDALL [ASGARDIAN]	JIM 513
ULIK	JIM 513
CYCLOPS/SCOTT SUMMER	JIM 513
MROTH	JIM 513
FANDRAL [ASGARDIAN]	JIM 513
ENCHANTRESS/AMORA/HE	JIM 513
DR. STRANGE/STEPHEN 	JIM 513
VOLSTAGG	JIM 513
PYLLAR	JIM 513
FANDRAL [ASGARDIAN]	T2 13
SIF	T2 13
DESTROYER III	T2 13
BALDER [ASGARDIAN]	T2 13
HEIMDALL [ASGARDIAN]	T2 13
VOLSTAGG	T2 13
THOR/DR. DONALD BLAK	T2 13
O'NEILL, DET. BRADY	T2 13
HERCULES [GREEK GOD]	T2 13
CASE, COL. PRESTON	T2 13
HOGUN [ASGARDIAN]	T2 13
HESCAMAR/MARNOT [ASG	T2 13
ODIN [ASGARDIAN]	T2 13
KINCAID, DR. JANE FO	T2 13
BRONA	T2 16
MAGNIR	T2 16
ENRAKT	T2 16
LOKI [ASGARDIAN]	T2 16
TARAKIS	T2 16
COLLINS, DEMITRIUS	T2 16
BALDER [ASGARDIAN]	T2 16
HEIMDALL [ASGARDIAN]	T2 16
THOR/DR. DONALD BLAK	T2 16
CERANDA	T2 16
FAIRMONT, HANNAH	T2 16
HOGUN [ASGARDIAN]	T2 16
VOLSTAGG	T2 16
FANDRAL [ASGARDIAN]	T2 16
KINCAID, DR. JANE FO	T2 16
SIF	T2 16
O'NEILL, DET. BRADY	T2 16
BRONA	T2 20
CERANDA	T2 20
ODIN [ASGARDIAN]	T2 20
TARAKIS	T2 20
ULIK	T2 20
MANGOG	T2 20
KINCAID, DR. JANE FO	T2 20
MAGNIR	T2 20
O'NEILL, DET. BRADY	T2 20
ORIKAL	T2 20
ENRAKT	T2 20
FAIRMONT, HANNAH	T2 20
THOR/DR. DONALD BLAK	T2 20
LOKI [ASGARDIAN]	T2 20
BALDER [ASGARDIAN]	T2 20
HEIMDALL [ASGARDIAN]	T2 20
SIF	T2 20
COLLINS, DEMITRIUS	T2 20
DAREDEVIL/MATT MURDO	T '00
COLLINS, DEMITRIUS	T '00
HESCAMAR/MARNOT [ASG	T '00
SIF	T '00
ODIN [ASGARDIAN]	T '00
KINCAID, DR. JANE FO	T '00
FAIRMONT, HANNAH	T '00
BALDER [ASGARDIAN]	T '00
THOR/DR. DONALD BLAK	T '00
ORIKAL	T2 22
ODIN [ASGARDIAN]	T2 22
THOR/DR. DONALD BLAK	T2 22
BALDER [ASGARDIAN]	T2 22
JAGRFELM [ASGARDIAN]	T2 22
MANGOG	T2 22
ULIK	T2 22
THANOS	T2 22
RECORDER II	T2 22
JAGRFELM [ASGARDIAN]	T2 23
THOR/DR. DONALD BLAK	T2 23
ORIKAL	T2 23
X'HOSS	T2 23
THANOS	T2 23
FIRELORD/PYREUS KRIL	T2 23
MILLENNIUM MONARCH	T2 23
MANGOG	T2 23
ODIN [ASGARDIAN]	T2 23
RECORDER II	T2 23
BALDER [ASGARDIAN]	T2 23
TARAKIS	T2 24
ORIKAL	T2 24
DESIGNATE/TARENE	T2 24
THOR/DR. DONALD BLAK	T2 24
ODIN [ASGARDIAN]	T2 24
BALDER [ASGARDIAN]	T2 24
RECORDER II	T2 24
THANOS	T2 24
MANGOG	T2 24
JAGRFELM [ASGARDIAN]	T2 24
FIRELORD/PYREUS KRIL	T2 24
GIRABOOR	T2 28
VOLSTAGG	T2 28
WRECKER III/DIRK GAR	T2 28
SIF	T2 28
PILEDRIVER II/BRIAN 	T2 28
FANDRAL [ASGARDIAN]	T2 28
THUNDERBALL/DR. ELIO	T2 28
THOR/DR. DONALD BLAK	T2 28
BULLDOZER/HENRY CAMP	T2 28
BALDER [ASGARDIAN]	T2 28
JAGRFELM [ASGARDIAN]	T2 28
HOGUN [ASGARDIAN]	T2 28
VOLSTAGG	T2 29
ENCHANTRESS/AMORA/HE	T2 29
VOLLA	T2 29
SIF	T2 29
PILEDRIVER II/BRIAN 	T2 29
HELA [ASGARDIAN]	T2 29
FAIRMONT, HANNAH	T2 29
NEFFETHESK	T2 29
JAGRFELM [ASGARDIAN]	T2 29
BALDER [ASGARDIAN]	T2 29
THUNDERBALL/DR. ELIO	T2 29
THOR/DR. DONALD BLAK	T2 29
FANDRAL [ASGARDIAN]	T2 29
ODIN [ASGARDIAN]	T2 29
WRECKER III/DIRK GAR	T2 29
BULLDOZER/HENRY CAMP	T2 29
MALEKITH/MALCOLM KEI	T2 29
KINCAID, DR. JANE FO	T2 29
HOGUN [ASGARDIAN]	T2 29
MALEKITH/MALCOLM KEI	T2 30
HOGUN [ASGARDIAN]	T2 30
NEFFETHESK	T2 30
MOONDRAGON/HEATHER D	T2 30
FANDRAL [ASGARDIAN]	T2 30
TIGRA/GREER NELSON	T2 30
BALDER [ASGARDIAN]	T2 30
TOOTHGNASHER	T2 30
BETA RAY BILL	T2 30
HEIMDALL [ASGARDIAN]	T2 30
THOR/DR. DONALD BLAK	T2 30
TOOTHGRINDER	T2 30
KINCAID, DR. JANE FO	T2 30
HELA [ASGARDIAN]	T2 30
VOLSTAGG	T2 30
STARFOX/EROS	T2 30
CAPTAIN MARVEL II/MO	T2 30
PENTIGAAR	T2 30
SIF	T2 30
QUASAR III/WENDELL V	T2 30
ODIN [ASGARDIAN]	T2 30
FAIRMONT, HANNAH	T2 30
SIF	T2 31
FANDRAL [ASGARDIAN]	T2 31
HOGUN [ASGARDIAN]	T2 31
BALDER [ASGARDIAN]	T2 31
MALEKITH/MALCOLM KEI	T2 31
VOLSTAGG	T2 31
KURSE/ALGRIM [ASGARD	T2 31
ODIN [ASGARDIAN]	T2 31
RYAN, THOMAS	T2 31
THOR/DR. DONALD BLAK	T2 31
KINCAID, DR. JANE FO	T2 31
FAIRMONT, HANNAH	T2 31
PENTIGAAR	T2 31
BETA RAY BILL	T2 31
SIF	T2 32
MALEKITH/MALCOLM KEI	T2 32
HELA [ASGARDIAN]	T2 32
ODIN [ASGARDIAN]	T2 32
KURSE/ALGRIM [ASGARD	T2 32
PENTIGAAR	T2 32
BALDER [ASGARDIAN]	T2 32
HOGUN [ASGARDIAN]	T2 32
VOLSTAGG	T2 32
BETA RAY BILL	T2 32
THOR/DR. DONALD BLAK	T2 32
OLSON, MRS.	T2 32
FANDRAL [ASGARDIAN]	T2 32
VOLLA	T2 32
BETA RAY BILL	T2 33
BALDER [ASGARDIAN]	T2 33
DESIGNATE/TARENE	T2 33
ENCHANTRESS/AMORA/HE	T2 33
OLSON, MRS.	T2 33
NULLITRON	T2 33
ODIN [ASGARDIAN]	T2 33
SIF	T2 33
ZARRKO, ARTHUR	T2 33
THOR/DR. DONALD BLAK	T2 33
BALDER [ASGARDIAN]	T2 34
FAIRMONT, AMANDA MAN	T2 34
JARVIS, EDWIN 	T2 34
ULIK	T2 34
SIF	T2 34
ENCHANTRESS/AMORA/HE	T2 34
DESIGNATE/TARENE	T2 34
FAIRMONT, HANNAH	T2 34
THOR/DR. DONALD BLAK	T2 34
FANDRAL [ASGARDIAN]	T2 35
KINCAID, DR. JANE FO	T2 35
ENCHANTRESS/AMORA/HE	T2 35
HELA [ASGARDIAN]	T2 35
HOGUN [ASGARDIAN]	T2 35
ZARRKO, ARTHUR	T2 35
HEIMDALL [ASGARDIAN]	T2 35
OLSON, MRS.	T2 35
EXECUTIONER II/SKURG	T2 35
THOR/DR. DONALD BLAK	T2 35
FAIRMONT, AMANDA MAN	T2 35
FAIRMONT, HANNAH	T2 35
ODIN [ASGARDIAN]	T2 35
VOLSTAGG	T2 35
VOLLA	T2 35
SIF	T2 35
BALDER [ASGARDIAN]	T2 35
DESIGNATE/TARENE	T2 35
ULIK	T2 35
KINCAID, DR. KEITH	T2 35
HESCAMAR/MARNOT [ASG	T2 36
KARNILLA [ASGARDIAN]	T2 36
HOGUN [ASGARDIAN]	T2 36
KINCAID, DR. JANE FO	T2 36
SIF	T2 36
HERCULES [GREEK GOD]	T2 36
FANDRAL [ASGARDIAN]	T2 36
KINCAID, DR. KEITH	T2 36
BALDER [ASGARDIAN]	T2 36
VOLSTAGG	T2 36
ODIN [ASGARDIAN]	T2 36
DESIGNATE/TARENE	T2 36
DESTROYER III	T2 36
ENCHANTRESS/AMORA/HE	T2 36
FAIRMONT, HANNAH	T2 36
LOKI [ASGARDIAN]	T2 36
THOR/DR. DONALD BLAK	T2 36
OLSON, MRS.	T2 36
OLSON, MRS.	T2 39
BALDER [ASGARDIAN]	T2 39
BETA RAY BILL	T2 39
VOLSTAGG	T2 39
FAIRMONT, AMANDA MAN	T2 39
SURTUR	T2 39
CYRA [ASGARDIAN]	T2 39
ODIN [ASGARDIAN]	T2 39
RYAN, THOMAS	T2 39
FANDRAL [ASGARDIAN]	T2 39
NEFFETHESK	T2 39
KURSE/ALGRIM [ASGARD	T2 39
HOGUN [ASGARDIAN]	T2 39
DESIGNATE/TARENE	T2 39
ENCHANTRESS/AMORA/HE	T2 39
FAIRMONT, HANNAH	T2 39
KINCAID, DR. JANE FO	T2 39
THOR/DR. DONALD BLAK	T2 39
KINCAID, DR. KEITH	T2 39
HERCULES [GREEK GOD]	T2 39
BALDWIN, MADELYNE MA	SB 1
SPEEDBALL/ROBBIE BAL	SB 1
BALDWIN, JUSTIN	SB 1
SPEEDBALL/ROBBIE BAL	SB 2
BALDWIN, JUSTIN	SB 2
BALDWIN, MADELYNE MA	SB 2
SPEEDBALL/ROBBIE BAL	SB 2/2
BALDWIN, JUSTIN	SB 2/2
BALDWIN, MADELYNE MA	SB 2/2
BALDWIN, JUSTIN	SB 3
BALDWIN, MADELYNE MA	SB 3
SPEEDBALL/ROBBIE BAL	SB 3
BALDWIN, JUSTIN	SB 4
BALDWIN, MADELYNE MA	SB 4
SPEEDBALL/ROBBIE BAL	SB 4
SPEEDBALL/ROBBIE BAL	SB 5/2
BALDWIN, JUSTIN	SB 5/2
BALDWIN, MADELYNE MA	SB 5/2
BALDWIN, MADELYNE MA	M/CP 14/3
SPEEDBALL/ROBBIE BAL	M/CP 14/3
BALDWIN, JUSTIN	M/CP 14/3
SPEEDBALL/ROBBIE BAL	SB 6
BALDWIN, MADELYNE MA	SB 6
BALDWIN, JUSTIN	SB 6
SPEEDBALL/ROBBIE BAL	SB 7
BALDWIN, JUSTIN	SB 7
BALDWIN, MADELYNE MA	SB 7
BALDWIN, JUSTIN	SB 8
SPEEDBALL/ROBBIE BAL	SB 8
BALDWIN, MADELYNE MA	SB 8
BALDWIN, MADELYNE MA	SB 9
SPEEDBALL/ROBBIE BAL	SB 9
BALDWIN, JUSTIN	SB 9
BALDWIN, JUSTIN	M/SH3 2/4
GUARDIAN III	M/SH3 2/4
SPEEDBALL/ROBBIE BAL	M/SH3 2/4
BALDWIN, MADELYNE MA	M/SH3 2/4
PHANTOM	M/SH3 2/4
BALDWIN, JUSTIN	M/SH3 4/5
VIBRANIA/SHARA	M/SH3 4/5
BALDWIN, MADELYNE MA	M/SH3 4/5
SPEEDBALL/ROBBIE BAL	M/SH3 4/5
WINDSTORM/	M/SH3 6/4
SPEEDBALL/ROBBIE BAL	M/SH3 6/4
NIELS	M/SH3 6/4
BALDWIN, JUSTIN	M/SH3 6/4
BALDWIN, MADELYNE MA	M/SH3 6/4
SABRA/RUTH BAT-SERAP	M/SH3 6/4
WHITE QUEEN/EMMA FRO	NW 5
STAR THIEF III/DITMI	NW 5
SPHINX II	NW 5
SPEEDBALL/ROBBIE BAL	NW 5
BALDWIN, JUSTIN	NW 5
NIGHT THRASHER/DUANE	NW 5
NOVA/RICHARD RIDER	NW 5
FIRESTAR/ANGELICA JO	NW 5
NAMORITA/NITA PRENTI	NW 5
TAI II	NW 5
CHORD, ANDREW	NW 5
BALDWIN, MADELYNE MA	NW 5
JUSTICE II/VANCE AST	NW 5
BALDWIN, JUSTIN	NW 17
BLOODSTRIKE/ERIC CON	NW 17
THING/BENJAMIN J. GR	NW 17
HUMAN TORCH/JOHNNY S	NW 17
MATHEMANIC/THOMAS SO	NW 17
TERRAX II/TYROS	NW 17
FIRESTAR/ANGELICA JO	NW 17
JUSTICE II/VANCE AST	NW 17
RIDER, CHARLES	NW 17
MR. FANTASTIC/REED R	NW 17
TAI II	NW 17
BALDWIN, MADELYNE MA	NW 17
NAMORITA/NITA PRENTI	NW 17
RIDER, GLORIA	NW 17
SILHOUETTE	NW 17
LEFT HAND/DIEGO CASS	NW 17
SPEEDBALL/ROBBIE BAL	NW 17
NIGHT THRASHER/DUANE	NW 17
SILVER SURFER/NORRIN	NW 17
NOVA/RICHARD RIDER	NW 17
CHORD, ANDREW	NW 17
INVISIBLE WOMAN/SUE 	NW 17
BALDWIN, MADELYNE MA	NW@ 2/6
BALDWIN, JUSTIN	NW@ 2/6
SPEEDBALL/ROBBIE BAL	NW@ 2/6
SABRA/RUTH BAT-SERAP	NW 66
BALDWIN, MADELYNE MA	NW 66
SPEEDBALL II/DARRION	NW 66
BALDWIN, JUSTIN	NW 66
JUSTICE II/VANCE AST	NW 66
SPIDER-MAN CLONE/BEN	NW 66
NIELS	NW 66
SPEEDBALL/ROBBIE BAL	ASM@ 22/2
BALDWIN, MADELYNE MA	ASM@ 22/2
SPEEDBALL/ROBBIE BAL	SB 8/2
BALDWIN, MADELYNE MA	SB 8/2
CHORD, ANDREW	NW 1
SHE-HULK/JENNIFER WA	NW 1
JUSTICE II/VANCE AST	NW 1
TAI II	NW 1
ROSEN, WALTER	NW 1
TERRAX II/TYROS	NW 1
BALDWIN, MADELYNE MA	NW 1
QUASAR III/WENDELL V	NW 1
SPEEDBALL/ROBBIE BAL	NW 1
NAMORITA/NITA PRENTI	NW 1
NOVA/RICHARD RIDER	NW 1
CAPTAIN AMERICA	NW 1
FIRESTAR/ANGELICA JO	NW 1
NIGHT THRASHER/DUANE	NW 1
JETSTREAM/HAROUD IBN	NW 10
TAI II	NW 10
NIGHT THRASHER/DUANE	NW 10
TAROT/MARIE-ANGE COL	NW 10
CHORD, ANDREW	NW 10
SPEEDBALL/ROBBIE BAL	NW 10
SILHOUETTE	NW 10
BEVATRON/	NW 10
ROULETTE II/JENNY ST	NW 10
NAMORITA/NITA PRENTI	NW 10
BALDWIN, MADELYNE MA	NW 10
NOVA/RICHARD RIDER	NW 10
BEEF/	NW 10
SPHINX II	NW 10
JUSTICE II/VANCE AST	NW 10
FIRESTAR/ANGELICA JO	NW 10
CATSEYE/SHARON SMITH	NW 10
WHITE QUEEN/EMMA FRO	NW 10
ROSEN, WALTER	NW 61
SPEEDBALL II/DARRION	NW 61
GEE/ALEX POWER	NW 61
NOVA/RICHARD RIDER	NW 61
TIMESLIP/RINA PATEL	NW 61
JUSTICE II/VANCE AST	NW 61
SPIDERCIDE	NW 61
FIRESTAR/ANGELICA JO	NW 61
BALDWIN, MADELYNE MA	NW 61
TURBO II (B)/MIKE JE	NW 61
JUPITER	NW 61
HINDSIGHT LAD/CARLTO	NW 61
TURBO II (A)/MICHIKO	NW 61
SPEEDBALL II/DARRION	NW 67
TURBO II (A)/MICHIKO	NW 67
LEWIS, SHIRLEY WASHI	NW 67
JUSTICE II/VANCE AST	NW 67
SPIDER-MAN CLONE/BEN	NW 67
BALDWIN, MADELYNE MA	NW 67
TIMESLIP/RINA PATEL	NW 67
FIRESTAR/ANGELICA JO	NW 67
GEE/ALEX POWER	NW 67
BRIGGS, AGENT STEPHA	NW 67
STONE, NELSON	NW 67
NIELS	NW 67
WADE, AGENT JOE	NW 67
SPIDER-MAN CLONE/BEN	WOSS 4
BALDWIN, MADELYNE MA	WOSS 4
STONE, NELSON	WOSS 4
BRIGGS, AGENT STEPHA	WOSS 4
TURBO II (A)/MICHIKO	WOSS 4
JUSTICE II/VANCE AST	WOSS 4
FIRESTAR/ANGELICA JO	WOSS 4
SPEEDBALL II/DARRION	WOSS 4
GEE/ALEX POWER	WOSS 4
WADE, AGENT JOE	WOSS 4
SPIDER-MAN/PETER PAR	M/TU 51
MOONDRAGON/HEATHER D	M/TU 51
PROFESSOR X/CHARLES 	M/TU 51
HULK/DR. ROBERT BRUC	M/TU 51
DEWOLFF, JEAN	M/TU 51
IRON MAN/TONY STARK 	M/TU 51
JAMESON, J. JONAH	M/TU 51
WRAITH	M/TU 51
FURY, COL. NICHOLAS 	M/TU 51
DAREDEVIL/MATT MURDO	M/TU 51
BALE, EMERSON	M/TU 51
DR. STRANGE/STEPHEN 	M/TU 51
CAPTAIN AMERICA	A 190
GYRICH, HENRY PETER	A 190
JARVIS, EDWIN 	A 190
BINARY/CAROL DANVERS	A 190
DAREDEVIL/MATT MURDO	A 190
SCARLET WITCH/WANDA 	A 190
WASP/JANET VAN DYNE 	A 190
BEAST/HENRY &HANK& P	A 190
GREY GARGOYLE/PAUL P	A 190
FALCON/SAM WILSON	A 190
VISION 	A 190
HOGARTH, JERYN	A 190
IRON MAN/TONY STARK 	A 190
STANFORD, DWIGHT ROL	A 190
BALE, EMERSON	A 190
WASP/JANET VAN DYNE 	A 191
DAREDEVIL/MATT MURDO	A 191
JARVIS, EDWIN 	A 191
HOGARTH, JERYN	A 191
CAPTAIN AMERICA	A 191
IRON MAN/TONY STARK 	A 191
VISION 	A 191
FALCON/SAM WILSON	A 191
BINARY/CAROL DANVERS	A 191
REDWING	A 191
GREY GARGOYLE/PAUL P	A 191
BEAST/HENRY &HANK& P	A 191
GYRICH, HENRY PETER	A 191
BALE, EMERSON	A 191
SCARLET WITCH/WANDA 	A 191
KANE, MARCY/KAINA	PPTSS 55
MUGGINS, MAMIE	PPTSS 55
SPIDER-MAN/PETER PAR	PPTSS 55
BALE, EMERSON	PPTSS 55
WHITMAN, DEBRA	PPTSS 55
HOPKINS, STEVE	PPTSS 55
NITRO/ROBERT L. HUNT	PPTSS 55
LIVING LASER/ARTHUR 	Q 6
UATU	Q 6
BALLANTINE, KAYLA	Q 6
EON	Q 6
MIKHLO	Q 6
KLAW/ULYSSES KLAW	Q 6
RED GHOST/IVAN KRAGO	Q 6
IGOR	Q 6
PEATOR	Q 6
QUASAR III/WENDELL V	Q 6
CARTER, PEGGY	Q 6
VENOM/EDDIE BROCK	Q 6
QUASAR III/WENDELL V	Q 11
USAGENT/CAPTAIN JOHN	Q 11
MEGGAN	Q 11
NIGHTCRAWLER/KURT WA	Q 11
TANAKA, KENJIRO	Q 11
BALLANTINE, KAYLA	Q 11
MAKKARI/MIKE KHARY/I	Q 11
WIDGET	Q 11
MOONDRAGON/HEATHER D	Q 11
MODRED THE MYSTIC	Q 11
WONDER MAN/SIMON WIL	Q 11
PHOENIX III/RACHEL S	Q 11
CAPTAIN BRITAIN/BRIA	Q 11
REJECT/RAN-SAK [DEVI	Q 12
KRO [DEVIANT]	Q 12
WONDER MAN/SIMON WIL	Q 12
MASTER ELO	Q 12
TUTINAX	Q 12
TANAKA, KENJIRO	Q 12
MAKKARI/MIKE KHARY/I	Q 12
BLOOD BROTHERS	Q 12
EON	Q 12
ELO	Q 12
MOONDRAGON/HEATHER D	Q 12
QUASAR III/WENDELL V	Q 12
BALLANTINE, KAYLA	Q 12
O'BRIEN, MICHAEL	A 325
DIAMONDBACK II/RACHE	A 325
JAMESON, COL. JOHN 	A 325
BALLANTINE, KAYLA	A 325
SAXON, STARR	A 325
MASON, LOUISE	A 325
MOTHER NIGHT/SUSAN S	A 325
JARVIS, EDWIN 	A 325
CARTER, PEGGY	A 325
JONES, GABE	A 325
CAPTAIN AMERICA	A 325
VISION 	A 325
TANAKA, KENJIRO	A 325
STANKOWICZ, FABIAN	A 325
KENT, CLARK	A 325
MINISTER BLOOD	A 325
SHE-HULK/JENNIFER WA	A 325
QUASAR III/WENDELL V	A 325
SERSI/SYLVIA	A 325
BETELHEIM, NORMA	Q 18
QUASAR III/WENDELL V	Q 18
ORIGIN/PHYLLIS TWOMB	Q 18
VAUGHAN, GAYLE	Q 18
BALLANTINE, KAYLA	Q 18
UNBEING/BILLY BETELH	Q 18
VAUGHAN, MRS.	Q 18
CHARM	Q 21
MAELSTROM/MALCOLM ST	Q 21
HELIO	Q 21
MAKKARI/MIKE KHARY/I	Q 21
OBLIVION	Q 21
PHOBIUS	Q 21
VAUGHAN, MRS.	Q 21
VAUGHAN, GAYLE	Q 21
QUASAR III/WENDELL V	Q 21
TANAKA, KENJIRO	Q 21
TRUTH	Q 21
THERMO II/	Q 21
MOONDRAGON/HEATHER D	Q 21
DEATHURGE	Q 21
BALLANTINE, KAYLA	Q 21
BEAUTY	Q 21
DEATHURGE	Q 22
CAPTAIN MARVEL/CAPTA	Q 22
TANAKA, KENJIRO	Q 22
QUASAR III/WENDELL V	Q 22
PHOBIUS	Q 22
BALLANTINE, KAYLA	Q 22
MAELSTROM/MALCOLM ST	Q 22
CHARM	Q 22
TRUTH	Q 22
BEAUTY	Q 22
MOONDRAGON/HEATHER D	Q 22
GHOST RIDER III/DAN 	Q 22
GRONK	Q 22
KID REAPER	Q 22
EON	Q 22
BALLANTINE, KAYLA	Q 26
TANAKA, KENJIRO	Q 26
KISMET/J'RIDIA STARD	Q 26
STYGIAN STARBENDER	Q 26
REE	Q 26
MOONDRAGON/HEATHER D	Q 26
LORD CHAOS	Q 26
SARDAN	Q 26
QUASAR III/WENDELL V	Q 26
IN-BETWEENER	Q 26
VAUGHAN, MRS.	Q 26
SILVER SURFER/NORRIN	Q 26
MEPHISTO	Q 26
FATH	Q 26
THANOS	Q 26
MAKKARI/MIKE KHARY/I	Q 26
LIVING TRIBUNAL	Q 26
TRANTRA	Q 26
FAITH	Q 26
MASTER ORDER	Q 26
MARVEL BOY VI	Q 26
BALLANTINE, KAYLA	Q 30
ERISHKIGEL II/HOLLY 	Q 30
KISMET/J'RIDIA STARD	Q 30
UATU	Q 30
TANAKA, KENJIRO	Q 30
QUASAR III/WENDELL V	Q 30
MAKKARI/MIKE KHARY/I	Q 30
LIVING LASER/ARTHUR 	Q 30
MAKKARI/MIKE KHARY/I	Q 36
QUAGMIRE	Q 36
KISMET/J'RIDIA STARD	Q 36
QUASAR III/WENDELL V	Q 36
SOUL-EATER	Q 36
ERISHKIGEL II/HOLLY 	Q 36
BALLANTINE, KAYLA	Q 36
EPOCH	Q 36
PUENTES, DONNA MARIA	Q 41
THUNDERSTRIKE/ERIC K	Q 41
HEAT-RAY/	Q 41
ERISHKIGEL II/HOLLY 	Q 41
BLACK KNIGHT V/DANE 	Q 41
VISION 	Q 41
MARVEL BOY VI	Q 41
KISMET/J'RIDIA STARD	Q 41
CAPTAIN MARVEL II/MO	Q 41
TANAKA, KENJIRO	Q 41
HERCULES [GREEK GOD]	Q 41
BALLANTINE, KAYLA	Q 41
BLACK WIDOW/NATASHA 	Q 41
MORLAK, MARIS	Q 57
SHINSKI, PROFESSOR W	Q 57
BALLANTINE, KAYLA	Q 57
BALOR	A 225
THOR/DR. DONALD BLAK	A 225
BRES	A 225
ELATHAN	A 225
CETHLANN	A 225
VALINOR	A 225
SHE-HULK/JENNIFER WA	A 225
INDECH	A 225
WASP/JANET VAN DYNE 	A 225
TETHRA	A 225
BLACK KNIGHT V/DANE 	A 225
CAPTAIN AMERICA	A 225
DULB	A 225
HAWK	A 225
DR. DRUID/ANTHONY LU	A 225
IRON MAN/TONY STARK 	A 225
THOR/DR. DONALD BLAK	A 226
DR. DRUID/ANTHONY LU	A 226
SHE-HULK/JENNIFER WA	A 226
BRES	A 226
BLACK KNIGHT V STATU	A 226
BLACK KNIGHT V/DANE 	A 226
CAPTAIN AMERICA	A 226
DULB	A 226
ELATHAN	A 226
TETHRA	A 226
WASP/JANET VAN DYNE 	A 226
CETHLANN	A 226
HAWK	A 226
IRON MAN/TONY STARK 	A 226
BALOR	A 226
VALINOR	A 226
INDECH	A 226
BLACK KNIGHT V/DANE 	BK2 3
BLACK KNIGHT/SIR PER	BK2 3
DR. STRANGE/STEPHEN 	BK2 3
BENTLEY, VICTORIA	BK2 3
BALOR	BK2 3
LE FEY, MORGAN	BK2 3
BLOOD WRAITH/SEAN DO	BK2 3
VALINOR	BK2 3
NORRISS, SISTER BARB	BK2 3
MORDRED THE EVIL	BK2 3
BAMBI	PPTSS 99
RANDI	PPTSS 99
CANDY	PPTSS 99
ROBERTSON, JOE	PPTSS 99
LEEDS, BETTY BRANT	PPTSS 99
THOMPSON, EUGENE FLA	PPTSS 99
BLACK CAT/FELICIA HA	PPTSS 99
KINGPIN/WILSON FISK	PPTSS 99
SHA SHAN	PPTSS 99
SPIDER-MAN/PETER PAR	PPTSS 99
VENOM/EDDIE BROCK	PPTSS 99
NIGHTCRAWLER/KURT WA	M/TU 150
SPIDER-MAN/PETER PAR	M/TU 150
COLOSSUS II/PETER RA	M/TU 150
JUGGERNAUT/CAIN MARK	M/TU 150
ROGUE /	M/TU 150
BAMBI	M/TU 150
ROBERTSON, JOE	M/TU 150
CANDY	M/TU 150
PHOENIX III/RACHEL S	M/TU 150
MUGGINS, MAMIE	M/TU 150
RANDI	M/TU 150
BLACK TOM CASSIDY	M/TU 150
SPIDER-MAN/PETER PAR	PPTSS 100
KINGPIN/WILSON FISK	PPTSS 100
THOMPSON, EUGENE FLA	PPTSS 100
BAMBI	PPTSS 100
VENOM/EDDIE BROCK	PPTSS 100
SHA SHAN	PPTSS 100
FISK, VANESSA	PPTSS 100
LEEDS, BETTY BRANT	PPTSS 100
BLACK CAT/FELICIA HA	PPTSS 100
RANDI	PPTSS 100
CANDY	PPTSS 100
RANDI	WOSM 1
BAMBI	WOSM 1
SPIDER-MAN/PETER PAR	WOSM 1
CANDY	WOSM 1
PARKER, MAY	WOSM 1
VENOM/EDDIE BROCK	WOSM 1
WATSON-PARKER, MARY 	WOSM 1
OSBORN, HARRY	WOSM 2
FISK, VANESSA	WOSM 2
CANDY	WOSM 2
OSBORN, LIZ ALLAN	WOSM 2
